Brand,Product Name,Discounted Price,Original Price,Rating,Reviews,Material,Availability,Seller,Product URL
ODETTE,Embellished Purse Clutch,₹1719,MRP ₹5731,N/A,N/A,Metal,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23890634/buy
ODETTE,Embellished Purse Clutch,₹1729,MRP ₹5765,N/A,N/A,Metal,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/29298766/buy
ODETTE,Women Pop-Up Clutch,₹1735,MRP ₹5785,N/A,N/A,PU,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-women-pop-up-clutch/22368242/buy
Accessorize,Suede Purse with Shoulder Strap,₹1755,MRP ₹4745,N/A,N/A,Suede,In Stock,Truecom Retail,https://www.myntra.com/clutches/accessorize/accessorize-suede-purse-with-shoulder-strap/29404872/buy
Lino Perros,Embellished Purse Clutch,₹1757,MRP ₹3995,N/A,N/A,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-purse-clutch/31604666/buy
Lino Perros,Embellished Purse Clutch,₹1757,MRP ₹3995,N/A,N/A,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-purse-clutch/31604654/buy
Lino Perros,Women Floral Embroidered Purse,₹1757,MRP ₹3995,4.4|149 Ratings,149 Ratings,Synthetic Leather,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-women-floral-embroidered-purse/24435832/buy
HAUTE SAUCE by  Campus Sutra,HAUTE SAUCE by Campus Sutra Embellished Purse Clutch,₹1762,MRP ₹3750,N/A,N/A,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by-campus-sutra-embellished-purse-clutch/22212166/buy
HAUTE SAUCE by  Campus Sutra,HAUTE SAUCE by Campus Sutra Textured Embellished Purse Clutch,₹1762,MRP ₹3750,4.3|6 Ratings,6 Ratings,Pu,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by-campus-sutra-textured-embellished-purse-clutch/21231132/buy
Accessorize,London Metallic Clutch Bag,₹1774,MRP ₹4795,4.7|21 Ratings,21 Ratings,Fabric,In Stock,Truecom Retail,https://www.myntra.com/clutches/accessorize/accessorize-london-metallic-clutch-bag/27356116/buy
Accessorize,London Suedette Clip Frame Clutch Bag,₹1784,MRP ₹4695,4.1|8 Ratings,8 Ratings,Fabric,In Stock,Truecom Retail,https://www.myntra.com/clutches/accessorize/accessorize-london-suedette-clip-frame-clutch-bag/27356122/buy
Baggit,Striped Purse Clutch,MRP₹ 1790,MRP,N/A,N/A,PU,In Stock,Baggit India Pvt LTD,https://www.myntra.com/clutches/baggit/baggit-striped-purse-clutch/29726180/buy
IRTH,Textured Quilted Purse,₹1797,MRP ₹2995,4.2|5 Ratings,5 Ratings,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/irth/irth-textured-quilted-purse/29944764/buy
IRTH,Women Purse Quilted Clutch,₹1797,MRP ₹2995,N/A,N/A,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/irth/irth-women-purse-quilted-clutch/23304346/buy
Accessorize,London Women Faux Leather Pleated Satin Clutch,₹1797,MRP ₹3995,4.4|42 Ratings,42 Ratings,PU,In Stock,PLANET RETAIL HOLDINGS PVT. LTD,https://www.myntra.com/clutches/accessorize/accessorize-london-women-faux-leather-pleated-satin-clutch/13804400/buy
Swisni,Embellished Purse,₹1797,MRP ₹5799,N/A,N/A,Synthetic Leather,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-purse/28894396/buy
Fabindia,Embroidered Embellished Purse Clutch,MRP₹ 1799,MRP,N/A,N/A,Silk Blend,In Stock,FABINDIA LIMITED,https://www.myntra.com/clutches/fabindia/fabindia-embroidered-embellished-purse-clutch/30949839/buy
Global Desi,Purple Textured Purse Clutch,MRP₹ 1799,MRP,N/A,N/A,PU,In Stock,OCHRE AND BLACK PRIVATE LIMITED,https://www.myntra.com/clutches/global+desi/global-desi-purple-textured-purse-clutch/20788656/buy
REZZY,Gold-Toned & Black Embellished  Purse Clutch,MRP₹ 1799,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-gold-toned--black-embellished--purse-clutch/14346906/buy
Athena,Green Solid Clutch With Metallic Sling,₹1799,MRP ₹2999,N/A,N/A,Leather,In Stock,APEX APPARELS,https://www.myntra.com/clutches/athena/athena-green-solid-clutch-with-metallic-sling/17780604/buy
ARTKLIM,Embellished Pearls Beaded Purse Party Clutch,₹1799,MRP ₹3599,N/A,N/A,PU,In Stock,ARTKLIM,https://www.myntra.com/clutches/artklim/artklim-embellished-pearls-beaded-purse-party-clutch/32398623/buy
NR By Nidhi Rathi,Navy Blue Embroidered Tasselled Purse Clutch,₹1799,MRP ₹3599,3.8|8 Ratings,8 Ratings,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-navy-blue-embroidered-tasselled-purse-clutch/20640230/buy
Peora,Cream-Coloured Embellished Purse Clutch,₹1799,MRP ₹3998,N/A,N/A,Fabric,In Stock,PEORA FASHIONS PRIVATE LIMITED - SJIT,https://www.myntra.com/clutches/peora/peora-cream-coloured-embellished-purse-clutch/17410368/buy
NR By Nidhi Rathi,Embroidered Clutch,₹1799,MRP ₹5999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embroidered-clutch/31232919/buy
Peora,Embroidered Purse Clutch,₹1803,MRP ₹4398,N/A,N/A,Fabric,In Stock,PEORA FASHIONS PVT LTD,https://www.myntra.com/clutches/peora/peora-embroidered-purse-clutch/23437068/buy
ODETTE,Women Pearl Studded Clutch,₹1830,MRP ₹6102,N/A,N/A,PU,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-women-pearl-studded-clutch/22368274/buy
HAUTE SAUCE by  Campus Sutra,Embellished Purse Clutch,₹1861,MRP ₹4898,N/A,N/A,Suede,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by--campus-sutra-embellished-purse-clutch/29928932/buy
Hayes London,HAYES LONDON Women Pure Leather Clutch,₹1889,MRP ₹2999,N/A,N/A,N/A,In Stock,POSHNLUSH LIFESTYLE PRIVATE LIMITED,https://www.myntra.com/clutches/hayes+london/hayes-london-women-pure-leather-clutch/32598351/buy
Hayes London,HAYES LONDON Women Pure Leather Clutch,₹1889,MRP ₹2999,N/A,N/A,N/A,In Stock,POSHNLUSH LIFESTYLE PRIVATE LIMITED,https://www.myntra.com/clutches/hayes+london/hayes-london-women-pure-leather-clutch/32598348/buy
Inc 5,Textured Purse Clutch,MRP₹ 1890,MRP,N/A,N/A,N/A,In Stock,INC 5 SHOES PRIVATE LIMITED,https://www.myntra.com/clutches/inc+5/inc-5-textured-purse-clutch/32030385/buy
Inc 5,Textured Purse Clutch,MRP₹ 1890,MRP,N/A,N/A,N/A,In Stock,INC 5 SHOES PRIVATE LIMITED,https://www.myntra.com/clutches/inc+5/inc-5-textured-purse-clutch/32030383/buy
Mochi,Gold-Toned & Peach-Coloured Striped Purse Clutch,MRP₹ 1890,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-gold-toned--peach-coloured-striped-purse-clutch/18303318/buy
Mochi,Women Yellow Solid Purse Clutch,MRP₹ 1890,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-women-yellow-solid-purse-clutch/18303294/buy
CHRONICLE,Textured Quilted Purse Clutch,MRP₹ 1899,MRP,N/A,N/A,Vegan- Synthetic,In Stock,CREDENCE DESIGNS,https://www.myntra.com/clutches/chronicle/chronicle-textured-quilted-purse-clutch/29081310/buy
REZZY,Women Embellished Purse Clutch,MRP₹ 1899,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-women-embellished-purse-clutch/22206744/buy
REZZY,Women Printed Purse Clutch,MRP₹ 1899,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-women-printed-purse-clutch/22206736/buy
REZZY,Women Multicoloured Embellished Purse Clutch,MRP₹ 1899,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-women-multicoloured-embellished-purse-clutch/14957566/buy
REZZY,Multi Printed Purse Clutch,MRP₹ 1899,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-multi-printed-purse-clutch/14483680/buy
REZZY,White Embroidered Clutch,MRP₹ 1899,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-white-embroidered-clutch/12376064/buy
Lino Perros,Embellished Purse Clutch,₹1917,MRP ₹3995,N/A,N/A,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-purse-clutch/31604669/buy
Lino Perros,Embellished Purse Clutch,₹1917,MRP ₹3995,N/A,N/A,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-purse-clutch/31604660/buy
Lino Perros,Embellished Purse Clutch,₹1917,MRP ₹3995,N/A,N/A,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-purse-clutch/31604659/buy
TEEJH,Embroidered Purse Clutch,₹1949,MRP ₹6499,N/A,N/A,Fabric,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/teejh/teejh-embroidered-purse-clutch/24147158/buy
Hidesign,Blue Textured Leather Purse Clutch,₹1956,MRP ₹2795,4.1|11 Ratings,11 Ratings,Synthetic Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-blue-textured-leather-purse-clutch/11759062/buy
NR By Nidhi Rathi,Women Embellished Suede Purse Clutch,₹1979,MRP ₹3599,N/A,N/A,Suede,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-women-embellished-suede-purse-clutch/22555910/buy
Rocia,Embellished Purse Clutch,MRP₹ 1990,MRP,N/A,N/A,Fabric,In Stock,REGAL BRANDS PRIVATE LIMITED,https://www.myntra.com/clutches/rocia/rocia-embellished-purse-clutch/31340626/buy
Rocia,Embellished Pearls Beaded Brocade Purse Clutch,MRP₹ 1990,MRP,N/A,N/A,Fabric,In Stock,REGAL BRANDS PRIVATE LIMITED,https://www.myntra.com/clutches/rocia/rocia-embellished-pearls-beaded-brocade-purse-clutch/31340623/buy
Baggit,PU Purse Clutch,MRP₹ 1990,MRP,N/A,N/A,PU,In Stock,Baggit India Pvt LTD,https://www.myntra.com/clutches/baggit/baggit-pu-purse-clutch/30881366/buy
Metro,Embellished Embroidered Purse Clutch,MRP₹ 1990,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embellished-embroidered-purse-clutch/28782342/buy
Metro,Embellished Purse Clutch,MRP₹ 1990,MRP,N/A,N/A,PU,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embellished-purse-clutch/26956036/buy
Mochi,Printed Purse Clutch,MRP₹ 1990,MRP,4.1|10 Ratings,10 Ratings,N/A,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-printed-purse-clutch/19279062/buy
Mochi,Purple & Gold-Toned Textured Purse Clutch,MRP₹ 1990,MRP,4.1|9 Ratings,9 Ratings,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-purple--gold-toned-textured-purse-clutch/18961570/buy
Metro,Gold-Toned & Blue Embellished Purse Clutch,MRP₹ 1990,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-gold-toned--blue-embellished-purse-clutch/17124932/buy
GIORDANO,Blue Solid Purse Clutches,MRP₹ 1990,MRP,N/A,N/A,PU,In Stock,Brandzstorm India Marketing Pvt.Ltd.,https://www.myntra.com/clutches/giordano/giordano-blue-solid-purse-clutches/11722908/buy
ODETTE,Embellished Purse Clutch,₹1991,MRP ₹6638,N/A,N/A,N/A,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23917492/buy
ODETTE,Women Pink Embroidered Purse,₹1991,MRP ₹6638,4|6 Ratings,6 Ratings,"Material: Cotton Fabric,",In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-women-pink-embroidered-purse/15208870/buy
Swisni,Blue & Red Embellished Purse Clutch,₹1994,MRP ₹5249,N/A,N/A,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-blue--red-embellished-purse-clutch/20936794/buy
Hidesign,Animal Textured Leather Purse with Detachable Wrist Loop,₹1997,MRP ₹3995,N/A,N/A,Leather,In Stock,Truecom Retail,https://www.myntra.com/clutches/hidesign/hidesign-animal-textured-leather-purse-with-detachable-wrist-loop/30494531/buy
H&M,Patterned Clutch,MRP₹ 1999,MRP,4.4|14 Ratings,14 Ratings,100% Polyester,In Stock,H & M Hennes & Mauritz Retail Private Limited,https://www.myntra.com/clutches/h%26m/hm-patterned-clutch/31438756/buy
REZZY,Black & Blue Embellished Purse Clutches,MRP₹ 1999,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-black--blue-embellished-purse-clutches/14026848/buy
REZZY,Black & Gold-Toned Embellished Clutch,MRP₹ 1999,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-black--gold-toned-embellished-clutch/11724814/buy
NR By Nidhi Rathi,Women Gold-Toned & Green Embroidered Purse Clutch,₹1999,MRP ₹3999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-women-gold-toned--green-embroidered-purse-clutch/20640420/buy
HAUTE SAUCE by  Campus Sutra,HAUTE SAUCE by Campus Sutra Black Textured Purse Clutch,₹1999,MRP ₹4999,N/A,N/A,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by-campus-sutra-black-textured-purse-clutch/18126002/buy
NR By Nidhi Rathi,Embellished Y Initial Purse Clutch,₹1999,MRP ₹7999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-y-initial-purse-clutch/30338155/buy
NR By Nidhi Rathi,Embellished F Initial Leather Purse Clutch,₹1999,MRP ₹7999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-f-initial-leather-purse-clutch/30338153/buy
Swisni,Embellished Purse Clutch,₹2012,MRP ₹5749,4|5 Ratings,5 Ratings,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-purse-clutch/20193234/buy
ODETTE,Printed Circular Purse Clutch,₹2012,MRP ₹6709,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-printed-circular-purse-clutch/23890508/buy
Priyaasi,Embellished Purse Clutch,₹2017,MRP ₹4483,N/A,N/A,Fabric,In Stock,PRITA DESIGNS PRIVATE LIMITED,https://www.myntra.com/clutches/priyaasi/priyaasi-embellished-purse-clutch/29834666/buy
Hidesign,Textured Leather Pouch,₹2022,MRP ₹4495,N/A,N/A,Leather,In Stock,Truecom Retail,https://www.myntra.com/clutches/hidesign/hidesign-textured-leather-pouch/25414562/buy
ODETTE,Embroidered Purse Clutch,₹2022,MRP ₹6743,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embroidered-purse-clutch/31437467/buy
ODETTE,Embellished Fashion Clutch,₹2022,MRP ₹6743,N/A,N/A,Metal,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-fashion-clutch/25949644/buy
ODETTE,Embellished Purse Clutch,₹2022,MRP ₹6743,N/A,N/A,Synthetic,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23917456/buy
ODETTE,Pink Embellished Purse Clutch,₹2022,MRP ₹6743,3.4|8 Ratings,8 Ratings,Synthetic Leather,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-pink-embellished-purse-clutch/18124136/buy
JOKER & WITCH,Cher Silver Shoulder Strap Purse Clutch,₹2023,MRP ₹8799,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-cher-silver-shoulder-strap-purse-clutch/30845589/buy
JOKER & WITCH,Bruke Honey Shoulder Strap Purse Clutch,₹2023,MRP ₹8799,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-bruke-honey-shoulder-strap-purse-clutch/30845580/buy
JOKER & WITCH,Shoulder Strap Suede Purse Clutch,₹2023,MRP ₹8799,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-shoulder-strap-suede-purse-clutch/30845573/buy
JOKER & WITCH,Demi Scarlet Suede Purse Clutch,₹2023,MRP ₹8799,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-demi-scarlet-suede-purse-clutch/30845572/buy
JOKER & WITCH,Madonna Rose Shoulder Strap Purse Clutch,₹2023,MRP ₹8799,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-madonna-rose-shoulder-strap-purse-clutch/30845570/buy
JOKER & WITCH,Shoulder Strap Purse Clutch,₹2023,MRP ₹8799,N/A,N/A,Metal frame and shimmery canvas fabric,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-shoulder-strap-purse-clutch/30845569/buy
JOKER & WITCH,Shoulder Strap Purse Clutch,₹2023,MRP ₹8799,N/A,N/A,Metal frame and shimmery canvas fabric,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-shoulder-strap-purse-clutch/30845568/buy
Lino Perros,Embellished Purse Clutch,₹2037,MRP ₹3995,4.8|6 Ratings,6 Ratings,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-purse-clutch/31604663/buy
Accessorize,London Women Faux Leather Zip Top Clutch,₹2047,MRP ₹4995,4.1|27 Ratings,27 Ratings,Canvas,In Stock,PLANET RETAIL HOLDINGS PVT. LTD,https://www.myntra.com/clutches/accessorize/accessorize-london-women-faux-leather-zip-top-clutch/13035142/buy
Lino Perros,Embellished Purse Clutch,₹2077,MRP ₹3995,N/A,N/A,Synthetic,In Stock,Indiflashmart,https://www.myntra.com/clutches/lino+perros/lino-perros-embellished-purse-clutch/31604671/buy
Swisni,Red & White Embroidered Purse Clutch,₹2089,MRP ₹5499,3.2|5 Ratings,5 Ratings,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-red--white-embroidered-purse-clutch/20936950/buy
Hidesign,Women Purse Clutch,MRP₹ 2095,MRP,N/A,N/A,Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-women-purse-clutch/29618752/buy
IRTH,Women Solid Purse,₹2097,MRP ₹3495,4.9|11 Ratings,11 Ratings,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/irth/irth-women-solid-purse/30188704/buy
REZZY,Women Embellished Purse Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-women-embellished-purse-clutch/22206746/buy
REZZY,Black & White Embellished Purse Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-black--white-embellished-purse-clutch/15772804/buy
REZZY,Multicoloured Embellished Purse Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-multicoloured-embellished-purse-clutch/15772800/buy
REZZY,Beige & Blue Printed Purse Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-beige--blue-printed-purse-clutch/15772790/buy
REZZY,Navy Blue & Green Embellished Purse Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-navy-blue--green-embellished-purse-clutch/14213296/buy
REZZY,Black & Gold-Toned Embellished Purse Clutches,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-black--gold-toned-embellished-purse-clutches/14213290/buy
REZZY,Navy Blue & Gold-Toned Embroidered Box Clutches,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-navy-blue--gold-toned-embroidered-box-clutches/14213282/buy
REZZY,Blue & Pink Printed Purse Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-blue--pink-printed-purse-clutch/14026854/buy
REZZY,Blue & Black Embellished Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-blue--black-embellished-clutch/13908722/buy
REZZY,Black & Gold-Toned Embellished Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-black--gold-toned-embellished-clutch/11724816/buy
REZZY,Black & Gold-Toned Embellished Clutch,MRP₹ 2099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-black--gold-toned-embellished-clutch/11724812/buy
Swisni,Women Embellished Fabric Purse Clutch,MRP₹ 5249,MRP,N/A,N/A,Fabric,In Stock,N/A,https://www.myntra.com/clutches/swisni/swisni-women-embellished-fabric-purse-clutch/21549422/buy
NR By Nidhi Rathi,V Initial Embellished Purse Clutch,₹2099,MRP ₹5999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-v-initial-embellished-purse-clutch/30338152/buy
NR By Nidhi Rathi,H Initial Embellished Purse Clutch,₹2099,MRP ₹5999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-h-initial-embellished-purse-clutch/30338151/buy
NR By Nidhi Rathi,Embellished Leather Purse Clutch,₹2099,MRP ₹5999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-leather-purse-clutch/27459702/buy
NR By Nidhi Rathi,"Embellished "" L "" Alphabet Initial Leather Purse",₹2099,MRP ₹5999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished--l--alphabet-initial-leather-purse/27459694/buy
NR By Nidhi Rathi,Embellished V Alphabet Initial Leather Box Clutch,₹2099,MRP ₹5999,3.7|19 Ratings,19 Ratings,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-v-alphabet-initial-leather-box-clutch/27459690/buy
NR By Nidhi Rathi,Embellished Leather Flap Purse Clutch,₹2099,MRP ₹5999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-leather-flap-purse-clutch/27459682/buy
Marina Galanti,Gun Color Soft PU Material Medium Size Wallet,₹2120,MRP ₹5300,N/A,N/A,PU,In Stock,PRIMESPOT RETAIL PRIVATE LIMITED,https://www.myntra.com/clutches/marina+galanti/marina-galanti-gun-color-soft-pu-material-medium-size-wallet/21950516/buy
Swisni,White Embroidered Purse Clutch,₹2127,MRP ₹5749,3.7|12 Ratings,12 Ratings,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-white-embroidered-purse-clutch/20936916/buy
Kazo,Embellished Purse Clutch,₹2138,MRP ₹3290,N/A,N/A,PU,In Stock,KAZO FASHION PRIVATE LIMITED,https://www.myntra.com/clutches/kazo/kazo-embellished-purse-clutch/26375884/buy
Peora,Embellished Purse Clutch,₹2161,MRP ₹4598,N/A,N/A,Fabric,In Stock,PEORA FASHIONS PVT LTD,https://www.myntra.com/clutches/peora/peora-embellished-purse-clutch/23437072/buy
ODETTE,Embellished Purse Clutch,₹2174,MRP ₹7249,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/30167152/buy
NR By Nidhi Rathi,Gold-Toned & White Embellished Purse Clutch,₹2183,MRP ₹4199,4.1|8 Ratings,8 Ratings,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-gold-toned--white-embellished-purse-clutch/20265594/buy
Swisni,Embellished Half Moon Purse,₹2184,MRP ₹5749,N/A,N/A,Synthetic Leather,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-half-moon-purse/28894416/buy
Swisni,Embellished Initial Flap Seude Purse Clutch,₹2184,MRP ₹5749,N/A,N/A,Seude,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-initial-flap-seude-purse-clutch/26391552/buy
Swisni,Embellished Purse Fashion Clutch,₹2184,MRP ₹5749,N/A,N/A,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-purse-fashion-clutch/26391486/buy
JOKER & WITCH,Kathleen Shimmery Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-kathleen-shimmery-purse-clutch/30845591/buy
JOKER & WITCH,Sigourney Black Glam Embellished Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-sigourney-black-glam-embellished-purse-clutch/30845583/buy
JOKER & WITCH,Lori Shimmery Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-lori-shimmery-purse-clutch/30845578/buy
