Brand,Product Name,Discounted Price,Original Price,Rating,Reviews,Material,Availability,Seller,Product URL
JOKER & WITCH,Embroidered Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-embroidered-purse-clutch/30845576/buy
JOKER & WITCH,Susan Shimmery Suede Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-susan-shimmery-suede-purse-clutch/30845575/buy
JOKER & WITCH,Andie Silver Glam Embellished Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-andie-silver-glam-embellished-purse-clutch/30845574/buy
JOKER & WITCH,Embellished Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Metal frame and shimmery canvas fabric,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-embellished-purse-clutch/30845571/buy
JOKER & WITCH,Embellished Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Metal frame and shimmery canvas fabric,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-embellished-purse-clutch/30845567/buy
JOKER & WITCH,Printed Purse Clutch,₹2184,MRP ₹9499,N/A,N/A,Suede,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/joker+%26+witch/joker--witch-printed-purse-clutch/30845566/buy
Hidesign,Textured Purse Clutch,MRP₹ 2195,MRP,N/A,N/A,Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-textured-purse-clutch/25513084/buy
Hidesign,Leather Wrist Loop Purse Clutch,MRP₹ 2195,MRP,4|6 Ratings,6 Ratings,Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-leather-wrist-loop-purse-clutch/25513064/buy
Hidesign,Red Textured Leather Purse,₹2197,MRP ₹3995,4.7|97 Ratings,97 Ratings,Leather,In Stock,Truecom Retail,https://www.myntra.com/clutches/hidesign/hidesign-red-textured-leather-purse/10581990/buy
Fabindia,Embellished Silk Purse Clutch,MRP₹ 2199,MRP,N/A,N/A,Silk,In Stock,FABINDIA LIMITED,https://www.myntra.com/clutches/fabindia/fabindia-embellished-silk-purse-clutch/30950004/buy
Fabindia,Embellished Silk Purse Clutch,MRP₹ 2199,MRP,N/A,N/A,Silk,In Stock,FABINDIA LIMITED,https://www.myntra.com/clutches/fabindia/fabindia-embellished-silk-purse-clutch/30949849/buy
Fabindia,Embroidered Purse Clutch,MRP₹ 2199,MRP,N/A,N/A,Silk Blend,In Stock,FABINDIA LIMITED,https://www.myntra.com/clutches/fabindia/fabindia-embroidered-purse-clutch/30504523/buy
NR By Nidhi Rathi,Embroidered Purse Clutch,₹2199,MRP ₹3999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embroidered-purse-clutch/27046758/buy
Spice Art,Purple & Blue Embellished Purse Clutch,₹2199,MRP ₹3999,N/A,N/A,Fabric,In Stock,SPICE ART,https://www.myntra.com/clutches/spice+art/spice-art-purple--blue-embellished-purse-clutch/20464458/buy
Spice Art,Black & White Embroidered Cut Work Purse Clutch,₹2199,MRP ₹3999,N/A,N/A,Fabric,In Stock,SPICE ART,https://www.myntra.com/clutches/spice+art/spice-art-black--white-embroidered-cut-work-purse-clutch/20464446/buy
Hidesign,Animal Textured Leather Purse,₹2202,MRP ₹4895,N/A,N/A,Leather,In Stock,Truecom Retail,https://www.myntra.com/clutches/hidesign/hidesign-animal-textured-leather-purse-/30494543/buy
ODETTE,Stone Embellished Purse Clutch,₹2225,MRP ₹7417,N/A,N/A,PU,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-stone-embellished-purse-clutch/32640559/buy
tohl,Brown Solid Clutch,MRP₹ 2240,MRP,N/A,N/A,Leather,In Stock,THE SAC & SATCHEL COMPANY,https://www.myntra.com/clutches/tohl/tohl-brown-solid-clutch/2520044/buy
ODETTE,Embellished Party Purse With Shoulder Strap,₹2249,MRP ₹7498,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-party-purse-with-shoulder-strap/25949598/buy
Tarini Nirula,Pink Printed Clutch,₹2250,MRP ₹2500,N/A,N/A,Fabric,In Stock,TN ELAN DESIGNS,https://www.myntra.com/clutches/tarini+nirula/tarini-nirula-pink-printed-clutch/11560040/buy
CHOKORE,Embellished Leaf Clutch,₹2250,MRP ₹4500,N/A,N/A,Synthetic,In Stock,RANGREZA RETAIL SERVICES PVT LTD,https://www.myntra.com/clutches/chokore/chokore-embellished-leaf-clutch/25961718/buy
CHOKORE,Embellished Purse,₹2250,MRP ₹4500,N/A,N/A,Vegan Leather,In Stock,RANGREZA RETAIL SERVICES PVT LTD,https://www.myntra.com/clutches/chokore/chokore-embellished-purse/25961702/buy
HAUTE SAUCE by  Campus Sutra,HAUTE SAUCE by Campus Sutra Silver-Toned Embellished Oval Purse Clutch,₹2255,MRP ₹4799,4.3|17 Ratings,17 Ratings,Metal,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by-campus-sutra-silver-toned-embellished-oval-purse-clutch/18959504/buy
ODETTE,White & Pink Embellished Purse Clutch,₹2256,MRP ₹7523,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-white--pink-embellished-purse-clutch/15208912/buy
ODETTE,Embellished Purse Clutch,₹2275,MRP ₹7586,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/29298798/buy
GIORDANO,Brown & Grey Colourblocked Purse Clutch,MRP₹ 2290,MRP,4.6|27 Ratings,27 Ratings,Pu,In Stock,Brandzstorm India Marketing Pvt.Ltd.,https://www.myntra.com/clutches/giordano/giordano-brown--grey-colourblocked-purse-clutch/15587976/buy
GIORDANO,Black & Sea Green Colourblocked Purse Clutch,MRP₹ 2290,MRP,4.4|17 Ratings,17 Ratings,Pu,In Stock,Brandzstorm India Marketing Pvt.Ltd.,https://www.myntra.com/clutches/giordano/giordano-black--sea-green-colourblocked-purse-clutch/15587974/buy
Hidesign,Leather Purse Clutch With Wrist Loop,₹2297,MRP ₹4595,N/A,N/A,Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-leather-purse-clutch-with-wrist-loop/21639624/buy
NR By Nidhi Rathi,Pink & White Embellished Tasselled Purse Clutch,₹2299,MRP ₹4599,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-pink--white-embellished-tasselled-purse-clutch/20640196/buy
tohl,Cream-Coloured Solid Clutch,MRP₹ 2340,MRP,N/A,N/A,Leather,In Stock,THE SAC & SATCHEL COMPANY,https://www.myntra.com/clutches/tohl/tohl-cream-coloured-solid-clutch/2520046/buy
HAUTE SAUCE by  Campus Sutra,Leather Ruched Purse Clutch,₹2342,MRP ₹5578,N/A,N/A,Leather,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by--campus-sutra-leather-ruched-purse-clutch/29473214/buy
Peora,Grey Embellished Purse Clutch,₹2349,MRP ₹4998,N/A,N/A,Fabric,In Stock,PEORA FASHIONS PVT LTD,https://www.myntra.com/clutches/peora/peora-grey-embellished-purse-clutch/15855816/buy
ODETTE,Embellished Purse Clutch,₹2389,MRP ₹7965,N/A,N/A,Synthetic,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23917276/buy
ODETTE,Embroidered Sequined Purse Clutch,₹2397,MRP ₹7990,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embroidered-sequined-purse-clutch/29298818/buy
Fabindia,Textured Purse Clutch,MRP₹ 2399,MRP,N/A,N/A,Silk Blend,In Stock,FABINDIA LIMITED,https://www.myntra.com/clutches/fabindia/fabindia-textured-purse-clutch/30949927/buy
Fabindia,Embellished Purse Clutch,MRP₹ 2399,MRP,N/A,N/A,Fabric,In Stock,FABINDIA LIMITED,https://www.myntra.com/clutches/fabindia/fabindia-embellished-purse-clutch/30949863/buy
ODETTE,Embellished Purse Clutch,₹2427,MRP ₹8091,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/27543362/buy
HAUTE SAUCE by  Campus Sutra,Vegan Leather Purse Clutch,₹2447,MRP ₹6799,N/A,N/A,Vegan Leather,In Stock,Supercom Net,https://www.myntra.com/clutches/haute+sauce+by++campus+sutra/haute-sauce-by--campus-sutra-vegan-leather-purse-clutch/27923834/buy
MARKQUES,Suede Embellished Purse,₹2449,MRP ₹3499,N/A,N/A,Suede,In Stock,LEXICAL RETAILS Private limited,https://www.myntra.com/clutches/markques/markques-suede-embellished-purse/28173326/buy
ANNE KLEIN,Brand Logo Printed Clutch,₹2449,MRP ₹6999,N/A,N/A,Faux Leather,In Stock,APPAREL GROUP INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anne+klein/anne-klein-brand-logo-printed-clutch/24748476/buy
Peora,Embellished Purse Clutch,₹2469,MRP ₹12995,3|8 Ratings,8 Ratings,Fabric,In Stock,PEORA FASHIONS PRIVATE LIMITED - SJIT,https://www.myntra.com/clutches/peora/peora-embellished-purse-clutch/24346720/buy
ODETTE,Embellished Sequinned Purse Clutch,₹2478,MRP ₹8260,N/A,N/A,PU,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-sequinned-purse-clutch/32640563/buy
Mochi,Purse Clutch,MRP₹ 2490,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-purse-clutch/32377639/buy
Mochi,Purse Clutch,MRP₹ 2490,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-purse-clutch/32377638/buy
Mochi,Purse Clutch,MRP₹ 2490,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-purse-clutch/32377636/buy
Rocia,Embellished Purse Clutch,MRP₹ 2490,MRP,N/A,N/A,Fabric,In Stock,REGAL BRANDS PRIVATE LIMITED,https://www.myntra.com/clutches/rocia/rocia-embellished-purse-clutch/30637778/buy
Mochi,Textured Purse Clutch,MRP₹ 2490,MRP,4.2|31 Ratings,31 Ratings,PU,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-textured-purse-clutch/26956292/buy
Caprese,Mindy Printed Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Fabric,In Stock,VIP INDUSTRIES LIMITED,https://www.myntra.com/clutches/caprese/caprese-mindy-printed-purse-clutch/32125267/buy
Caprese,Mindy Printed Fashion Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Fabric,In Stock,VIP INDUSTRIES LIMITED,https://www.myntra.com/clutches/caprese/caprese-mindy-printed-fashion-purse-clutch/32125183/buy
Caprese,Mindy Printed Fashion Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Fabric,In Stock,VIP INDUSTRIES LIMITED,https://www.myntra.com/clutches/caprese/caprese-mindy-printed-fashion-purse-clutch/32125163/buy
Fabindia,Textured Silk Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Silk,In Stock,FABINDIA LIMITED,https://www.myntra.com/clutches/fabindia/fabindia-textured-silk-purse-clutch/30949888/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931812/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931808/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931807/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931798/buy
Anuschka,Assorted Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-assorted-printed-leather-purse-clutch/29931793/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931790/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931784/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931783/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931781/buy
Anuschka,Printed Leather Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Leather,In Stock,ANUSCHKA LEATHER-INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/anuschka/anuschka-printed-leather-purse-clutch/29931766/buy
Lavie,Textured Purse Clutch,MRP₹ 2499,MRP,3.9|11 Ratings,11 Ratings,Synthetic Leather,In Stock,Flashtech Retail,https://www.myntra.com/clutches/lavie/lavie-textured-purse-clutch/26401128/buy
REZZY,Women Embellished Purse Clutch,MRP₹ 2499,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-women-embellished-purse-clutch/22206740/buy
Swisni,Embrodiered Purse Clutch,₹2499,MRP ₹4999,N/A,N/A,Seude,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embrodiered-purse-clutch/26391478/buy
NR By Nidhi Rathi,Women White Embroidered Purse Clutch,₹2499,MRP ₹4999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-women-white-embroidered-purse-clutch/20640340/buy
ODETTE,Embroidered Purse Clutch,₹2508,MRP ₹8361,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embroidered-purse-clutch/30167142/buy
Anekaant,Off White Pearls Embellished Purse Clutch,₹2519,MRP ₹4199,4.3|80 Ratings,80 Ratings,Faux Silk,In Stock,A D PRODUCTS PVT LTD,https://www.myntra.com/clutches/anekaant/anekaant-off-white-pearls-embellished-purse-clutch/17493864/buy
Swisni,Embellished Oversized Purse,₹2519,MRP ₹6299,N/A,N/A,Synthetic Leather,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-oversized-purse/28894344/buy
Swisni,Water Resistant Embellished Purse Clutch,₹2519,MRP ₹6299,N/A,N/A,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-water-resistant-embellished-purse-clutch/23383402/buy
Swisni,Embellished Purse Clutch,₹2519,MRP ₹6299,4.3|18 Ratings,18 Ratings,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-purse-clutch/23383368/buy
Swisni,Embellished Purse Clutch,₹2519,MRP ₹6299,N/A,N/A,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-purse-clutch/23383344/buy
Swisni,Embroidered Purse Clutch,₹2519,MRP ₹6299,4.8|12 Ratings,12 Ratings,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embroidered-purse-clutch/21236890/buy
Swisni,Silver-Toned & White Embroidered Purse Clutch,₹2519,MRP ₹6299,4.4|15 Ratings,15 Ratings,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-silver-toned--white-embroidered-purse-clutch/20936810/buy
ODETTE,Embellished Purse Clutch,₹2528,MRP ₹8429,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/31437463/buy
ODETTE,Embellished Purse Clutch,₹2528,MRP ₹8429,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/30167155/buy
NR By Nidhi Rathi,Embellished Purse Clutch,₹2559,MRP ₹7999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-purse-clutch/27456310/buy
NR By Nidhi Rathi,G Alphabhet Embellished Box Clutch,₹2559,MRP ₹7999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-g-alphabhet-embellished-box-clutch/27456308/buy
NR By Nidhi Rathi,Alphabet Embellished Leather Purse Clutch,₹2559,MRP ₹7999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-alphabet-embellished-leather-purse-clutch/27456302/buy
NR By Nidhi Rathi,Embellished Purse Clutch,₹2559,MRP ₹7999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-purse-clutch/27456292/buy
NR By Nidhi Rathi,Embellished Purse Clutch,₹2559,MRP ₹7999,N/A,N/A,Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-purse-clutch/27456278/buy
Swisni,Yellow & Silver-Toned Embroidered Purse Clutch,₹2570,MRP ₹5140,4.2|5 Ratings,5 Ratings,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-yellow--silver-toned-embroidered-purse-clutch/19501098/buy
Rocia,Printed Embellished Silk Purse Clutch,MRP₹ 2590,MRP,N/A,N/A,Fabric,In Stock,REGAL BRANDS PRIVATE LIMITED,https://www.myntra.com/clutches/rocia/rocia-printed-embellished-silk-purse-clutch/30637807/buy
Peora,Embellished Purse Clutch,₹2591,MRP ₹5398,4.2|21 Ratings,21 Ratings,Fabric,In Stock,PEORA FASHIONS PVT LTD,https://www.myntra.com/clutches/peora/peora-embellished-purse-clutch/24346714/buy
Peora,Embellished Party Purse,₹2591,MRP ₹5398,N/A,N/A,Fabric,In Stock,PEORA FASHIONS PVT LTD,https://www.myntra.com/clutches/peora/peora-embellished-party-purse-/24346686/buy
REZZY,Embroidered Canvas Purse Clutch,MRP₹ 2599,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-embroidered-canvas-purse-clutch/31453296/buy
REZZY,Embroidered Purse Clutch,MRP₹ 2599,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-embroidered-purse-clutch/29383332/buy
REZZY,Embroidered Shoulder Strap Purse Clutch,MRP₹ 2599,MRP,N/A,N/A,Fabric,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-embroidered-shoulder-strap-purse-clutch/25429352/buy
REZZY,Blue & Red Embellished Purse Clutch,MRP₹ 2599,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-blue--red-embellished-purse-clutch/15772796/buy
REZZY,Brown & Yellow Embellished Purse Clutch,MRP₹ 2599,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-brown--yellow-embellished-purse-clutch/15772788/buy
Swisni,Embellished Purse Clutch,₹2599,MRP ₹6499,3|6 Ratings,6 Ratings,Polyester,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-purse-clutch/29291466/buy
Swisni,Embellished Purse Clutch,₹2599,MRP ₹6499,4.9|13 Ratings,13 Ratings,Zip,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-purse-clutch/23383394/buy
Swisni,Embellished Purse Clutch,₹2599,MRP ₹6499,N/A,N/A,Fabric,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-purse-clutch/22538316/buy
TEEJH,Embroidered Purse,₹2609,MRP ₹8999,N/A,N/A,Fabric,In Stock,JW Brands Private Limited,https://www.myntra.com/clutches/teejh/teejh-embroidered-purse-/24147022/buy
Anekaant,Gold & Silver Embellished Faux Silk Purse Clutch,₹2639,MRP ₹4399,4.2|51 Ratings,51 Ratings,Faux Silk,In Stock,A D PRODUCTS PVT LTD,https://www.myntra.com/clutches/anekaant/anekaant-gold--silver-embellished-faux-silk-purse-clutch/30397714/buy
MANGO,Quilted Faux Leather Purse Clutch,₹2653,MRP ₹3790,N/A,N/A,PU,In Stock,Truenet Commerce,https://www.myntra.com/clutches/mango/mango-quilted-faux-leather-purse-clutch-/31842307/buy
ODETTE,Chevron Embellished Wrist Loop Purse Clutch,₹2655,MRP ₹8850,N/A,N/A,Synthetic,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-chevron-embellished-wrist-loop-purse-clutch/23917358/buy
ODETTE,Embellished Purse Clutch,₹2655,MRP ₹8850,N/A,N/A,N/A,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23917218/buy
ODETTE,Women Grey & Pink Embellished Purse Clutch,₹2655,MRP ₹8850,N/A,N/A,N/A,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-women-grey--pink-embellished-purse-clutch/15208854/buy
ODETTE,Embellished Purse Clutch,₹2660,MRP ₹8867,4.2|14 Ratings,14 Ratings,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/30167131/buy
